subj_idx,valence,Match,shape,rt
v010001,bad,match,circular,797.000000000466
v010001,bad,match,circular,641.400000000431
v010001,good,mismatch,square,812.799999999697
v010001,good,match,square,747.000000001222
v010001,ordinary,match,triangle,433.300000000629
v010001,good,match,square,781.19999999943
v010001,bad,mismatch,circular,748.70000000007
v010001,good,match,square,809.499999999418
v010001,bad,match,circular,662.999999998603
v010001,good,match,square,829.200000000128
v010001,ordinary,mismatch,triangle,744.800000000396
v010001,bad,match,circular,616.500000000116
v010001,ordinary,match,triangle,690.099999999802
v010001,ordinary,match,triangle,487.900000000081
v010001,bad,mismatch,circular,795.200000000477
v010001,good,mismatch,square,694.500000001397
v010001,good,match,square,674.600000000326
v010001,ordinary,mismatch,triangle,711.399999998335
v010001,ordinary,mismatch,triangle,863.199999999779
v010001,ordinary,match,triangle,827.900000000256
v010001,bad,mismatch,circular,831.899999999208
v010001,bad,mismatch,circular,751.899999999267
v010001,good,mismatch,square,796.399999999267
v010001,ordinary,mismatch,triangle,871.499999999302
v010001,ordinary,match,triangle,782.90000000014
v010001,ordinary,match,triangle,529.699999999139
v010001,bad,mismatch,circular,605.400000000373
v010001,bad,match,circular,848.200000000361
v010001,good,mismatch,square,655.00000000064
v010001,good,match,square,638.800000000629
v010001,good,match,square,517.5
v010001,ordinary,match,triangle,749.200000000186
v010001,good,mismatch,square,769.599999999627
v010001,bad,mismatch,circular,822.79999999993
v010001,bad,match,circular,981.299999999464
v010001,good,mismatch,square,616.099999999278
v010001,good,match,square,823.800000000163
v010001,bad,match,circular,696.900000000838
v010001,ordinary,match,triangle,685.900000000373
v010001,good,match,square,573.200000000768
v010001,bad,match,circular,654.499999998836
v010001,ordinary,mismatch,triangle,809.799999998999
v010001,ordinary,mismatch,triangle,769.899999999325
v010001,ordinary,match,triangle,682.79999999865
v010001,good,match,square,685.800000001094
v010001,good,match,square,786.79999999993
v010001,ordinary,match,triangle,689.29999999993
v010001,good,mismatch,square,732
v010001,good,match,square,595.499999999418
v010001,ordinary,mismatch,triangle,745.800000000512
v010001,ordinary,match,triangle,798.800000000512
v010001,bad,mismatch,circular,766.100000000675
v010001,good,mismatch,square,916.999999999534
v010001,bad,match,circular,809.90000000014
v010001,ordinary,mismatch,triangle,817.200000001234
v010001,good,match,square,584.600000000093
v010001,ordinary,mismatch,triangle,750.400000000838
v010001,ordinary,match,triangle,930.999999998719
v010001,bad,match,circular,802.900000000605
v010001,good,mismatch,square,779.499999998719
v010001,ordinary,match,triangle,622.199999999837
v010001,good,match,square,998.100000000675
v010001,bad,match,circular,786.79999999993
v010001,bad,match,circular,778.300000000047
v010001,good,match,square,808.10000000021
v010001,ordinary,mismatch,triangle,845.200000001583
v010001,ordinary,mismatch,triangle,947.000000000116
v010001,ordinary,match,triangle,733.699999998906
v010001,bad,mismatch,circular,855.199999999953
v010001,good,mismatch,square,831.000000000116
v010001,good,match,square,695.20000000007
v010001,bad,match,circular,655.900000001537
v010001,good,mismatch,square,845.699999999837
v010001,ordinary,match,triangle,769.200000000652
v010001,bad,match,circular,862.700000001583
v010001,good,mismatch,square,691.500000000815
v010001,bad,mismatch,circular,937.999999998254
v010001,good,match,square,706.79999999993
v010001,good,match,square,764.499999999302
v010001,bad,mismatch,circular,891.299999999348
v010001,good,mismatch,square,991.399999998976
v010001,good,match,square,519.699999998906
v010001,ordinary,mismatch,triangle,723.799999999697
v010001,ordinary,match,triangle,746.300000000629
v010001,good,match,square,969.299999998766
v010001,good,mismatch,square,890.40000000014
v010001,bad,match,circular,871.199999999604
v010001,bad,mismatch,circular,860.90000000142
v010001,good,match,square,729.600000000559
v010001,ordinary,mismatch,triangle,846.300000001094
v010001,ordinary,match,triangle,911.599999999395
v010001,good,mismatch,square,749.799999999581
v010001,ordinary,match,triangle,794.5
v010001,ordinary,mismatch,triangle,694.999999999767
v010001,bad,mismatch,circular,988.799999999232
v010001,ordinary,match,triangle,796.999999998719
v010001,ordinary,mismatch,triangle,728.000000000931
v010001,ordinary,mismatch,triangle,834.800000000512
v010001,good,match,square,819.199999999953
v010001,good,mismatch,square,747.400000000256
v010001,bad,mismatch,circular,783.900000000373
v010001,bad,match,circular,720.40000000014
v010001,good,mismatch,square,680.500000000466
v010001,bad,match,circular,987.100000000326
v010001,good,match,square,631.199999999837
v010001,ordinary,match,triangle,836.900000000256
v010001,bad,match,circular,857.699999998673
v010001,good,match,square,655.79999999865
v010001,ordinary,mismatch,triangle,750.300000001444
v010001,ordinary,mismatch,triangle,741.700000000536
v010001,ordinary,match,triangle,765.900000000373
v010001,good,match,square,838.300000001327
v010001,good,mismatch,square,934.199999999721
v010001,ordinary,mismatch,triangle,864.300000001094
v010001,bad,match,circular,760.199999998789
v010001,good,mismatch,square,898.600000000442
v010001,bad,match,circular,765.999999999534
v010001,ordinary,mismatch,triangle,699.300000000279
v010001,bad,mismatch,circular,879.200000001234
v010001,ordinary,match,triangle,703.70000000007
v010001,good,match,square,586.900000000256
v010001,good,match,square,647.70000000135
v010001,good,mismatch,square,969.499999999185
v010001,ordinary,mismatch,triangle,897.399999999907
v010001,bad,match,circular,766.20000000007
v010001,bad,mismatch,circular,758.400000000605
v010001,good,match,square,616.799999999814
v010001,good,mismatch,square,668.599999999045
v010001,ordinary,mismatch,triangle,887.499999998952
v010001,bad,match,circular,673.399999999674
v010001,bad,mismatch,circular,817.60000000021
v010001,good,match,square,962.499999999651
v010001,bad,mismatch,circular,718.999999999185
v010001,bad,mismatch,circular,747.500000001281
v010001,good,mismatch,square,762.800000000512
v010001,ordinary,mismatch,triangle,927.499999999767
v010001,good,match,square,560.299999999232
v010001,ordinary,match,triangle,789.000000000698
v010001,ordinary,match,triangle,503.499999998952
v010001,ordinary,match,triangle,736.90000000177
v010001,good,match,square,796.899999999325
v010001,ordinary,mismatch,triangle,642.100000000908
v010001,bad,match,circular,596.999999999651
v010001,bad,mismatch,circular,777.30000000156
v010001,good,match,square,947.200000000536
v010001,bad,mismatch,circular,969.199999999488
v010001,good,mismatch,square,864.499999999651
v010001,good,mismatch,square,721.000000001397
v010001,ordinary,match,triangle,676.600000000675
v010001,good,match,square,791.800000000861
v010001,bad,mismatch,circular,823.699999998906
v010001,bad,match,circular,680.199999998789
v010001,ordinary,match,triangle,693.299999998999
v010001,ordinary,mismatch,triangle,788.500000000582
v010001,ordinary,match,triangle,638.899999999907
v010001,good,match,square,605.900000000489
v010001,bad,match,circular,847.200000000186
v010001,ordinary,mismatch,triangle,774.500000001281
v010001,bad,match,circular,803.5
v010001,good,match,square,746.900000000023
v010001,ordinary,match,triangle,699.399999999441
v010001,good,mismatch,square,967.300000000279
v010001,bad,mismatch,circular,854.799999999115
v010001,ordinary,mismatch,triangle,781.399999999907
v010001,good,mismatch,square,780.79999999865
v010001,good,mismatch,square,921.500000000349
v010001,good,mismatch,square,728.900000000023
v010001,good,match,square,740.900000000605
v010001,ordinary,match,triangle,892.900000000722
v010001,ordinary,mismatch,triangle,777.799999999814
v010001,ordinary,match,triangle,872.799999999115
v010001,bad,match,circular,852.499999999069
v010001,ordinary,match,triangle,819.799999999232
v010001,good,mismatch,square,926.100000000559
v010001,bad,mismatch,circular,831.199999998789
v010001,bad,mismatch,circular,740.600000001024
v010001,ordinary,mismatch,triangle,782.599999998696
v010001,good,match,square,697.700000000652
v010001,bad,match,circular,817.899999999907
v010001,ordinary,match,triangle,900.400000000605
v010001,good,match,square,603.699999999488
v010001,ordinary,mismatch,triangle,710.699999999721
v010001,bad,match,circular,604.799999999115
v010001,good,match,square,669.199999998556
v010001,bad,match,circular,797.199999999022
v010001,ordinary,match,triangle,590.500000000233
v010001,ordinary,mismatch,triangle,655.200000001118
v010001,bad,mismatch,circular,768.900000001071
v010001,bad,mismatch,circular,905.800000000512
v010001,good,mismatch,square,818.999999999534
v010001,good,mismatch,square,929.699999998789
v010001,bad,mismatch,circular,762.79999999865
v010001,ordinary,mismatch,triangle,723.399999998976
v010001,bad,match,circular,757.400000000373
v010001,ordinary,match,triangle,632.799999999348
v010001,good,match,square,545.500000000233
v010001,good,mismatch,square,851.59999999986
v010001,good,mismatch,square,959.100000000093
v010001,bad,mismatch,circular,721.900000000373
v010001,good,match,square,630.000000001164
v010001,bad,match,circular,803.100000001024
v010001,good,mismatch,square,708.600000000093
v010001,ordinary,match,triangle,674.399999999907
v010001,bad,mismatch,circular,606.900000000605
v010001,bad,match,circular,697.900000001071
v010001,ordinary,mismatch,triangle,673.200000000885
v010001,ordinary,mismatch,triangle,822.800000001676
v010001,good,match,square,612.300000000745
v010001,ordinary,match,triangle,854.90000000014
v010001,good,mismatch,square,694.500000001397
v010001,good,match,square,549.899999999907
v010001,ordinary,mismatch,triangle,696.099999999395
v010001,bad,match,circular,625.900000000838
v010001,bad,mismatch,circular,643.399999999208
v010001,good,mismatch,square,813
v010001,ordinary,match,triangle,761.300000000047
v010001,ordinary,match,triangle,645.59999999986
v010001,good,match,square,541.40000000014
v010001,bad,mismatch,circular,709.600000000093
v010001,good,mismatch,square,811.799999999581
v010001,good,match,square,471.499999999767
v010001,ordinary,match,triangle,703.199999999953
v010001,good,mismatch,square,752.699999999255
v010001,bad,match,circular,863.400000000373
v010001,good,match,square,628.899999999674
v010001,ordinary,match,triangle,702.40000000014
v010001,ordinary,mismatch,triangle,844.399999999907
v010001,good,mismatch,square,843.000000000698
v010001,bad,mismatch,circular,806.699999999022
v010001,ordinary,mismatch,triangle,961.500000001164
v010001,ordinary,match,triangle,700.199999999255
v010001,bad,match,circular,800.799999999115
v010001,bad,mismatch,circular,667.400000000373
v010001,ordinary,match,triangle,896.300000000279
v010001,good,mismatch,square,722.100000000792
v010001,bad,mismatch,circular,862.699999999721
v010001,ordinary,mismatch,triangle,861.000000000698
v010001,good,mismatch,square,876.60000000149
v010001,good,match,square,522.399999999907
v010001,good,match,square,892.799999999581
v010001,bad,mismatch,circular,682.600000000093
v010001,bad,match,circular,941.800000000512
v010001,ordinary,match,triangle,703.199999999953
v010001,bad,match,circular,867.700000000652
v010001,good,match,square,753.500000000698
v010001,good,mismatch,square,982.400000000838
v010001,ordinary,mismatch,triangle,814.499999998603
v010001,good,mismatch,square,938.299999999814
v010001,ordinary,match,triangle,742.599999999395
v010001,ordinary,mismatch,triangle,873.400000000373
v010001,good,match,square,976.29999999865
v010001,bad,match,circular,903.200000000652
v010001,ordinary,match,triangle,750.799999999814
v010001,bad,match,circular,856.299999999348
v010001,ordinary,mismatch,triangle,980.600000000792
v010001,good,mismatch,square,864.699999999953
v010001,ordinary,match,triangle,968.899999999907
v010001,bad,mismatch,circular,717.499999998836
v010001,good,mismatch,square,785.499999999767
v010001,ordinary,match,triangle,738.900000000373
v010001,bad,mismatch,circular,790.70000000135
v010001,good,mismatch,square,873.600000000792
v010001,ordinary,mismatch,triangle,713.299999999348
v010001,bad,match,circular,867.900000001071
v010001,ordinary,mismatch,triangle,718.199999999255
v010001,good,match,square,705
v010001,bad,match,circular,734.900000001304
v010001,good,match,square,770.800000000279
v010001,bad,mismatch,circular,933.899999999907
v010001,bad,mismatch,circular,704.400000000605
v010001,good,match,square,633.800000001444
v010001,good,mismatch,square,671.999999998603
v010001,ordinary,mismatch,triangle,665.699999999488
v010001,ordinary,match,triangle,820.599999999162
v010001,good,match,square,726.700000001118
v010001,bad,mismatch,circular,633.700000000419
v010001,good,mismatch,square,854.999999999534
v010001,ordinary,mismatch,triangle,765.099999998696
v010001,ordinary,match,triangle,851.399999999674
v010001,bad,match,circular,772.999999999302
v010001,ordinary,match,triangle,938.200000000652
v010001,bad,match,circular,765.300000000745
v010001,ordinary,mismatch,triangle,704.999999999767
v010001,bad,mismatch,circular,841.10000000149
v010001,good,mismatch,square,868.400000001071
v010001,good,match,square,759.700000000652
v010001,ordinary,match,triangle,922.399999999441
v010001,good,match,square,551.700000000186
v010001,bad,mismatch,circular,858.299999999814
v010001,bad,match,circular,781.600000000326
v010001,ordinary,match,triangle,705.700000000419
v010001,bad,mismatch,circular,885.799999999814
v010001,good,mismatch,square,788.199999999022
v010001,ordinary,mismatch,triangle,738.100000000326
v010001,good,match,square,693.999999999534
v010001,ordinary,match,triangle,870.899999999907
v010001,ordinary,match,triangle,782.100000000326
v010001,ordinary,mismatch,triangle,906.899999999907
v010001,good,match,square,931.700000000885
v010001,good,match,square,992.899999999208
v010001,bad,mismatch,circular,697.400000001071
v010001,ordinary,match,triangle,655.699999999255
v010001,bad,match,circular,677.700000000186
v010001,bad,mismatch,circular,790.899999999907
v010001,good,mismatch,square,821.400000000605
v010001,bad,mismatch,circular,967.700000001118
v010001,ordinary,mismatch,triangle,793.600000000792
v010001,good,match,square,915.300000000512
v010001,good,mismatch,square,919.399999998976
v010001,ordinary,mismatch,triangle,695.199999999953
v010001,bad,match,circular,751.699999998789
v010001,ordinary,match,triangle,819.800000001211
v010003,bad,mismatch,triangle,692
v010003,bad,mismatch,triangle,616.999999999884
v010003,ordinary,mismatch,square,782
v010003,good,match,circular,457
v010003,good,mismatch,circular,880
v010003,bad,match,triangle,869
v010003,good,match,circular,482
v010003,good,mismatch,circular,769
v010003,bad,mismatch,triangle,753
v010003,ordinary,match,square,808
v010003,bad,match,triangle,937
v010003,ordinary,mismatch,square,652
v010003,bad,match,triangle,734
v010003,good,mismatch,circular,705
v010003,ordinary,mismatch,square,674
v010003,good,match,circular,507
v010003,ordinary,match,square,659
v010003,bad,match,triangle,753.999999999884
v010003,bad,mismatch,triangle,703
v010003,good,match,circular,406
v010003,bad,mismatch,triangle,752
v010003,bad,match,triangle,743
v010003,ordinary,mismatch,square,608
v010003,good,match,circular,584
v010003,ordinary,mismatch,square,640
v010003,good,match,circular,541.999999999884
v010003,bad,mismatch,triangle,935
v010003,bad,match,triangle,754
v010003,good,mismatch,circular,630
v010003,ordinary,mismatch,square,619
v010003,good,mismatch,circular,706
v010003,bad,mismatch,triangle,819
v010003,good,match,circular,495
v010003,ordinary,mismatch,square,619
v010003,good,match,circular,604
v010003,ordinary,mismatch,square,810.000000000116
v010003,good,mismatch,circular,921.999999999884
v010003,bad,match,triangle,680
v010003,bad,mismatch,triangle,532
v010003,good,match,circular,579
v010003,good,match,circular,704
v010003,ordinary,mismatch,square,644
v010003,bad,match,triangle,776
v010003,good,mismatch,circular,949
v010003,ordinary,mismatch,square,684.000000000116
v010003,ordinary,match,square,882
v010003,ordinary,mismatch,square,644
v010003,bad,match,triangle,685.000000000116
v010003,good,mismatch,circular,615
v010003,good,mismatch,circular,949
v010003,good,match,circular,524.999999999884
v010003,bad,match,triangle,769
v010003,ordinary,mismatch,square,631
v010003,good,match,circular,614
v010003,good,match,circular,582
v010003,good,mismatch,circular,686
v010003,good,match,circular,538
v010003,bad,match,triangle,806
v010003,bad,mismatch,triangle,808
v010003,bad,mismatch,triangle,722
v010003,ordinary,match,square,828
v010003,ordinary,mismatch,square,632
v010003,bad,match,triangle,651
v010003,bad,match,triangle,832
v010003,good,mismatch,circular,684
v010003,good,mismatch,circular,597.000000000116
v010003,bad,match,triangle,764.999999999884
v010003,good,match,circular,746
v010003,good,match,circular,585
v010003,ordinary,mismatch,square,581
v010003,ordinary,match,square,884
v010003,good,match,circular,555.999999999884
v010003,good,match,circular,458
v010003,bad,mismatch,triangle,687.000000000116
v010003,ordinary,mismatch,square,628.999999999884
v010003,good,mismatch,circular,824.999999999884
v010003,bad,match,triangle,729
v010003,ordinary,mismatch,square,785
v010003,bad,mismatch,triangle,685
v010003,bad,match,triangle,650
v010003,bad,mismatch,triangle,661.999999999884
v010003,bad,match,triangle,887.000000000116
v010003,good,match,circular,397
v010003,ordinary,mismatch,square,725
v010003,ordinary,match,square,860
v010003,ordinary,mismatch,square,669
v010003,good,match,circular,537
v010003,good,mismatch,circular,641.000000000116
v010003,bad,mismatch,triangle,827.999999999884
v010003,good,mismatch,circular,654
v010003,ordinary,match,square,656.999999999884
v010003,bad,match,triangle,897.999999999884
v010003,ordinary,mismatch,square,656.999999999884
v010003,ordinary,match,square,978.999999999767
v010003,ordinary,mismatch,square,636
v010003,good,match,circular,563
v010003,bad,mismatch,triangle,665
v010003,good,match,circular,658
v010003,ordinary,mismatch,square,898.999999999767
v010003,bad,match,triangle,639
v010003,good,mismatch,circular,723
v010003,good,match,circular,536
v010003,ordinary,match,square,843.000000000233
v010003,bad,mismatch,triangle,695
v010003,good,mismatch,circular,886
v010003,good,match,circular,417
v010003,ordinary,mismatch,square,500
v010003,bad,mismatch,triangle,678.999999999767
v010003,bad,match,triangle,766
v010003,ordinary,match,square,878
v010003,good,mismatch,circular,770
v010003,bad,match,triangle,729
v010003,ordinary,mismatch,square,494
v010003,good,match,circular,515
v010003,good,match,circular,542
v010003,good,match,circular,456
v010003,ordinary,mismatch,square,593.999999999767
v010003,bad,mismatch,triangle,526.000000000233
v010003,good,match,circular,515
v010003,good,mismatch,circular,687
v010003,bad,match,triangle,744
v010003,bad,match,triangle,840.000000000233
v010003,ordinary,match,square,788
v010003,good,mismatch,circular,608
v010003,good,mismatch,circular,701
v010003,ordinary,mismatch,square,603
v010003,good,match,circular,419
v010003,good,match,circular,632
v010003,ordinary,mismatch,square,535.999999999767
v010003,ordinary,match,square,753
v010003,bad,match,triangle,593
v010003,ordinary,match,square,457
v010003,ordinary,match,square,470
v010003,ordinary,mismatch,square,663
v010003,bad,match,triangle,676
v010003,good,match,circular,484
v010003,ordinary,match,square,755
v010003,good,mismatch,circular,674
v010003,good,mismatch,circular,617
v010003,bad,match,triangle,508
v010003,bad,match,triangle,389
v010003,ordinary,mismatch,square,613
v010003,good,match,circular,404
v010003,bad,match,triangle,664
v010003,ordinary,match,square,668
v010003,bad,mismatch,triangle,965
v010003,ordinary,mismatch,square,681
v010003,good,match,circular,581
v010003,ordinary,match,square,800
v010003,good,mismatch,circular,724
v010003,good,match,circular,489.000000000233
v010003,good,match,circular,486
v010003,ordinary,mismatch,square,465
v010003,bad,match,triangle,724
v010003,bad,mismatch,triangle,655
v010003,ordinary,match,square,706
v010003,bad,match,triangle,664
v010003,ordinary,match,square,789
v010003,ordinary,match,square,653
v010003,ordinary,mismatch,square,791
v010003,bad,mismatch,triangle,920
v010003,good,match,circular,548
v010003,good,match,circular,529
v010003,bad,match,triangle,749
v010003,ordinary,mismatch,square,920
v010003,ordinary,mismatch,square,714
v010003,bad,mismatch,triangle,983
v010003,ordinary,mismatch,square,607
v010003,good,match,circular,461
v010003,bad,match,triangle,588
v010003,good,mismatch,circular,700
v010003,bad,match,triangle,711
v010003,ordinary,mismatch,square,682
v010003,good,match,circular,509
v010003,good,mismatch,circular,638
v010003,good,match,circular,484
v010003,bad,match,triangle,785.000000000233
v010003,good,mismatch,circular,644
v010003,ordinary,match,square,799
v010003,bad,mismatch,triangle,695
v010003,bad,match,triangle,731.999999999767
v010003,ordinary,mismatch,square,608.000000000233
v010003,good,match,circular,579
v010003,good,match,circular,682
v010003,ordinary,match,square,973.000000000233
v010003,ordinary,mismatch,square,583.000000000233
v010003,ordinary,mismatch,square,634
v010003,ordinary,mismatch,square,731.999999999767
v010003,good,match,circular,556
v010003,bad,match,triangle,985
v010003,bad,match,triangle,590.999999999767
v010003,good,mismatch,circular,535
v010003,good,match,circular,576
v010003,bad,match,triangle,870.999999999767
v010003,good,match,circular,591.000000000233
v010003,bad,mismatch,triangle,823
v010003,good,match,circular,808.000000000233
v010003,ordinary,mismatch,square,570
v010003,bad,match,triangle,718
v010003,ordinary,match,square,645
v010003,bad,mismatch,triangle,612
v010003,ordinary,mismatch,square,856
v010003,good,mismatch,circular,603
v010003,bad,match,triangle,656
v010003,bad,match,triangle,757.000000000233
v010003,good,match,circular,795.999999999767
v010003,ordinary,mismatch,square,733
v010003,good,match,circular,565
v010003,bad,mismatch,triangle,779
v010003,ordinary,match,square,692
v010003,good,mismatch,circular,792.999999999767
v010003,good,mismatch,circular,916
v010003,ordinary,match,square,869.999999999767
v010003,good,mismatch,circular,830
v010003,bad,match,triangle,665
v010003,good,match,circular,531.000000000233
v010003,good,mismatch,circular,987
v010003,bad,match,triangle,893
v010003,good,match,circular,526
v010003,ordinary,mismatch,square,747
v010003,good,mismatch,circular,643
v010003,bad,mismatch,triangle,844.000000000233
v010003,ordinary,mismatch,square,733
v010003,good,match,circular,514.000000000233
v010003,ordinary,match,square,527
v010003,bad,mismatch,triangle,610
v010003,bad,match,triangle,767
v010003,ordinary,mismatch,square,770
v010003,good,match,circular,486
v010003,good,mismatch,circular,742.000000000233
v010003,bad,match,triangle,833
v010003,good,match,circular,675
v010003,bad,mismatch,triangle,743
v010003,ordinary,match,square,780
v010003,good,match,circular,597
v010003,bad,match,triangle,669
v010003,ordinary,mismatch,square,678.999999999767
v010003,bad,mismatch,triangle,618
v010003,ordinary,mismatch,square,843.000000000233
v010003,ordinary,match,square,758
v010003,good,mismatch,circular,753
v010003,bad,mismatch,triangle,691
v010003,ordinary,mismatch,square,673
v010003,good,match,circular,586.000000000233
v010003,bad,match,triangle,952
v010003,good,mismatch,circular,720.000000000233
v010003,good,match,circular,561
v010003,bad,match,triangle,750
v010003,bad,mismatch,triangle,852.999999999767
v010003,ordinary,match,square,823
v010003,good,mismatch,circular,585
v010003,bad,mismatch,triangle,608.000000000233
v010003,good,match,circular,613
v010003,bad,mismatch,triangle,555
v010003,ordinary,match,square,648
v010003,bad,match,triangle,736
v010003,good,match,circular,566
v010003,ordinary,mismatch,square,728
v010003,ordinary,mismatch,square,730
v010003,bad,match,triangle,600.000000000233
v010003,good,mismatch,circular,854
v010003,ordinary,match,square,845
v010003,ordinary,mismatch,square,893
v010003,bad,match,triangle,734.000000000233
v010003,bad,mismatch,triangle,767
v010003,good,match,circular,656
v010003,bad,mismatch,triangle,630
v010003,good,match,circular,533
v010003,good,mismatch,circular,874
v010003,bad,match,triangle,675
v010003,ordinary,match,square,785
v010003,bad,mismatch,triangle,720
v010003,good,match,circular,487
v010003,good,match,circular,617
v010003,good,mismatch,circular,922
v010003,ordinary,mismatch,square,984
v010003,good,match,circular,710
v010003,bad,match,triangle,719
v010003,good,mismatch,circular,806.000000000233
v010003,ordinary,mismatch,square,685
v010003,good,mismatch,circular,784
v010003,ordinary,match,square,940.999999999767
v010003,good,match,circular,556
v010003,ordinary,mismatch,square,911.999999999767
v010003,good,match,circular,586
v010003,bad,mismatch,triangle,774.999999999767
v010003,good,match,circular,829
v010003,bad,match,triangle,854
v010003,ordinary,mismatch,square,580
v010003,good,mismatch,circular,911
v010003,good,mismatch,circular,878.000000000233
v010003,ordinary,match,square,862
v010003,bad,match,triangle,838.000000000233
v010003,bad,match,triangle,734
v010003,ordinary,match,square,904
v010003,ordinary,mismatch,square,611
v010003,bad,mismatch,triangle,805.999999999767
v010003,ordinary,mismatch,square,995
v010003,good,match,circular,558
v010003,good,match,circular,596
v010003,good,mismatch,circular,721
v010003,bad,match,triangle,754
v010004,bad,match,square,619.860000006156
v010004,bad,match,square,679.440000007162
v010004,bad,mismatch,square,600.609999994049
v010004,good,mismatch,circular,873.20999999065
v010004,good,mismatch,circular,989.995000010822
v010004,good,match,circular,658.449999988079
v010004,ordinary,match,triangle,960.070000000997
v010004,bad,mismatch,square,802.669999975478
v010004,ordinary,match,triangle,914.840000012191
v010004,good,match,circular,624.424999987241
v010004,ordinary,mismatch,triangle,661.665000021458
v010004,good,match,circular,520.030000014231
v010004,good,match,circular,701.685000007274
v010004,bad,mismatch,square,694.340000016382
v010004,bad,mismatch,square,755.030000000261
v010004,ordinary,match,triangle,790.854999999283
v010004,bad,match,square,917.155000002822
v010004,good,mismatch,circular,640.675000002375
v010004,bad,match,square,684.899999992922
v010004,good,match,circular,607.439999992494
v010004,good,match,circular,716.644999978598
v010004,ordinary,mismatch,triangle,913.02999999607
v010004,good,mismatch,circular,750.384999992093
v010004,ordinary,match,triangle,783.345000003465
v010004,good,mismatch,circular,663.665000000037
v010004,bad,match,square,681.154999998398
v010004,bad,mismatch,square,738.910000014585
v010004,bad,mismatch,square,683.015000016894
v010004,ordinary,mismatch,triangle,712.859999999637
v010004,bad,match,square,772.765000001527
v010004,bad,mismatch,square,584.200000012061
v010004,ordinary,mismatch,triangle,796.899999986636
v010004,good,match,circular,569.084999995539
v010004,good,mismatch,circular,697.850000025937
v010004,good,mismatch,circular,760.184999991907
v010004,ordinary,match,triangle,797.735000000102
v010004,ordinary,match,triangle,669.280000001891
v010004,bad,match,square,824.974999995902
v010004,bad,match,square,834.545000019716
v010004,good,match,circular,647.759999992559
v010004,bad,mismatch,square,807.230000005802
v010004,bad,mismatch,square,728.865000011865
v010004,bad,match,square,744.864999986021
v010004,good,mismatch,circular,816.714999993565
v010004,bad,mismatch,square,853.179999976419
v010004,ordinary,mismatch,triangle,622.504999977536
v010004,ordinary,mismatch,triangle,773.585000017192
v010004,good,match,circular,553.615000011632
v010004,ordinary,match,triangle,695.084999984829
v010004,good,match,circular,640.964999998687
v010004,good,mismatch,circular,626.155000005383
v010004,ordinary,match,triangle,884.870000008959
v010004,ordinary,mismatch,triangle,997.219999990193
v010004,good,mismatch,circular,613.205000001471
v010004,bad,match,square,790.189999999711
v010004,good,match,circular,549.904999992577
v010004,ordinary,match,triangle,858.965000021271
v010004,bad,mismatch,square,688.925000024028
v010004,good,mismatch,circular,683.809999987716
v010004,good,match,circular,598.064999998314
v010004,bad,match,square,653.669999999693
v010004,bad,mismatch,square,621.529999974882
v010004,ordinary,match,triangle,713.784999999916
v010004,ordinary,match,triangle,760.455000010552
v010004,ordinary,mismatch,triangle,906.409999995958
v010004,ordinary,match,triangle,785.035000008065
v010004,bad,match,square,749.794999981532
v010004,bad,mismatch,square,795.429999998305
v010004,good,match,circular,490.720000001602
v010004,good,mismatch,circular,579.559999983758
v010004,good,mismatch,circular,718.359999998938
v010004,good,match,circular,562.62000001152
v010004,ordinary,mismatch,triangle,665.409999986878
v010004,ordinary,mismatch,triangle,632.149999990361
v010004,bad,mismatch,square,611.480000021402
v010004,good,match,circular,519.744999997783
v010004,good,match,circular,603.020000009565
v010004,ordinary,mismatch,triangle,595.700000005309
v010004,good,mismatch,circular,604.444999975385
v010004,ordinary,match,triangle,649.444999988191
v010004,good,mismatch,circular,668.420000001788
v010004,bad,mismatch,square,651.61500000977
v010004,bad,match,square,606.094999995548
v010004,bad,match,square,591.875000012806
v010004,good,match,circular,591.470000013942
v010004,good,match,circular,637.170000001788
v010004,ordinary,mismatch,triangle,733.489999984158
v010004,bad,mismatch,square,586.92499998142
v010004,bad,mismatch,square,562.904999998864
v010004,good,mismatch,circular,636.56000001356
v010004,good,mismatch,circular,672.814999998081
v010004,ordinary,match,triangle,754.750000021886
v010004,ordinary,mismatch,triangle,709.000000002561
v010004,ordinary,match,triangle,668.235000019195
v010004,bad,mismatch,square,598.204999987502
v010004,good,match,circular,574.315000005299
v010004,good,match,circular,604.250000003958
v010004,ordinary,mismatch,triangle,705.420000012964
v010004,ordinary,match,triangle,967.709999997169
v010004,ordinary,mismatch,triangle,587.055000010878
v010004,bad,match,square,650.29499999946
v010004,good,mismatch,circular,645.284999976866
v010004,good,mismatch,circular,748.464999982389
v010004,bad,mismatch,square,863.225000008242
v010004,bad,match,square,708.085000020219
v010004,good,match,circular,483.069999987492
v010004,good,mismatch,circular,599.015000014333
v010004,ordinary,mismatch,triangle,893.145000009099
v010004,good,match,circular,409.574999997858
v010004,ordinary,mismatch,triangle,557.804999989457
v010004,bad,mismatch,square,585.615000018151
v010004,good,mismatch,circular,647.564999992028
v010004,bad,match,square,649.545000022044
v010004,good,mismatch,circular,620.369999989634
v010004,bad,mismatch,square,692.000000010012
v010004,bad,mismatch,square,679.475000011735
v010004,ordinary,mismatch,triangle,693.185000010999
v010004,good,match,circular,522.865000006277
v010004,bad,match,square,746.405000012601
v010004,good,mismatch,circular,565.254999994067
